,sum_tx_ether,avg_tx_gas_cost,tx_date
80,2707301.8272118326,0.006821052872561971,2021-03-22
81,2485137.9222785165,0.005819999928876409,2021-03-23
82,2485995.158168001,0.006202127678080163,2021-03-24
83,4190019.698278218,0.006005427264792987,2021-03-25
84,2832304.5222873767,0.0054983793612781145,2021-03-26
85,1892054.939304941,0.004645514723971829,2021-03-27
86,1622926.7242623863,0.004895072943138216,2021-03-28
87,3013712.753470837,0.005711251537210956,2021-03-29
88,3305113.7848103414,0.00612151395187149,2021-03-30
89,3461101.3475535265,0.007591885219101166,2021-03-31
90,2958955.923871345,0.00664589784382922,2021-04-01
91,4169291.7766060974,0.006380988876800032,2021-04-02
92,4249934.532360888,0.005027477675778774,2021-04-03
93,2103036.889520662,0.004158831608282618,2021-04-04
94,3539030.550553701,0.0053675577560646755,2021-04-05
95,2843676.162491138,0.005306720469463717,2021-04-06
96,2982614.270221829,0.005520233579469304,2021-04-07
97,2694713.190206446,0.004423135153867072,2021-04-08
98,2512980.9860330904,0.0042301544634069845,2021-04-09
99,2487618.603685356,0.003443604302403879,2021-04-10
100,1813861.3339223892,0.002995788266743102,2021-04-11
101,2559607.9096847526,0.003573330681913747,2021-04-12
102,3364175.6055873004,0.0040117031295077215,2021-04-13
103,3833322.0951894396,0.0044753639351117714,2021-04-14
104,2426151.33527762,0.0037210895233127554,2021-04-15
105,3661564.4067953248,0.0059512542843066975,2021-04-16
106,2608031.3083343715,0.005009966208086444,2021-04-17
107,5495776.021630898,0.005290770431600179,2021-04-18
108,3180296.8255624706,0.006408364361847543,2021-04-19
109,2850623.7733348534,0.008786540830747749,2021-04-20
110,3419949.364824699,0.005850349720316934,2021-04-21
111,4972094.046429201,0.00492210761656613,2021-04-22
112,4386877.073800741,0.004262212415815969,2021-04-23
113,2159194.504654378,0.002486294149819935,2021-04-24
114,1965398.5150509926,0.0020670234313381946,2021-04-25
115,2903252.6413663076,0.0022338811270774844,2021-04-26
116,3105238.342236552,0.0023615794114742513,2021-04-27
117,3464425.54299539,0.00281737581997563,2021-04-28
118,3200511.9886904354,0.002564667194949443,2021-04-29
119,3080939.9381020893,0.0022535666664588922,2021-04-30
120,2341424.501638217,0.0020446501223714227,2021-05-01
121,1736555.8668559522,0.0015756785342204253,2021-05-02
122,4021227.1620828332,0.0025392529954652294,2021-05-03
123,4780762.2322191205,0.0024167923001731048,2021-05-04
124,3607844.892253709,0.0022737246590054613,2021-05-05
125,2961010.997262433,0.002352234521963028,2021-05-06
126,3619047.1553576714,0.002513135364785486,2021-05-07
127,3335840.7209361456,0.005033321571005013,2021-05-08
128,2602879.286708911,0.004747094905117985,2021-05-09
129,4904199.5609329445,0.009128135078238673,2021-05-10
130,4459259.325028481,0.011948529900788383,2021-05-11
131,4536750.842274606,0.011196063120783733,2021-05-12
132,5497589.329188475,0.0063265349781798244,2021-05-13
133,3305759.5587181365,0.00545332053989116,2021-05-14
134,2337867.578241098,0.004046208616827063,2021-05-15
135,2791397.938908109,0.003383370359495303,2021-05-16
136,4394849.168349112,0.0038169771368690613,2021-05-17
137,3280452.536603034,0.003829244753433296,2021-05-18
138,9910894.484709749,0.00843994888386342,2021-05-19
139,7766224.00643514,0.00426518424826108,2021-05-20
140,5336876.126727073,0.0040441683327367434,2021-05-21
141,3964589.933526579,0.002166701553677332,2021-05-22
142,6613776.753384891,0.0045900284463885575,2021-05-23
143,6129217.177344353,0.0026502332529162367,2021-05-24
144,5127498.210896181,0.002165756835905899,2021-05-25
145,4302320.09030273,0.002007387166699774,2021-05-26
146,4403784.267539399,0.0016497056789341082,2021-05-27
147,3977204.6507754633,0.001725722868263459,2021-05-28
148,3477389.3404833353,0.0013750859229252157,2021-05-29
149,2676940.544581956,0.0012688882559421415,2021-05-30
150,2263604.5657589543,0.0014389954250838477,2021-05-31
151,3365482.5587641024,0.0014726606112146462,2021-06-01
152,2600673.4479917055,0.0014649553525494297,2021-06-02
153,2703780.132928536,0.001476948323654475,2021-06-03
154,2692218.9826105107,0.0012390086838724968,2021-06-04
155,1712408.062521546,0.0009374875460693337,2021-06-05
156,1166126.031111118,0.0008743241256653276,2021-06-06
157,2023883.723473406,0.0010907298094640346,2021-06-07
158,3849802.6625566212,0.0013600524968288977,2021-06-08
159,3272334.416142527,0.0012553431390653954,2021-06-09
160,1853364.4042631728,0.0010549869770497332,2021-06-10
161,1979406.0316312972,0.0012271934177471128,2021-06-11
162,1473382.3874374449,0.0011820637593925537,2021-06-12
163,1222619.295628669,0.0009068237722468051,2021-06-13
164,2298246.176220589,0.001076220496703996,2021-06-14
165,1871391.9244127942,0.001118640477727071,2021-06-15
166,2794628.1706503937,0.0010538640965372878,2021-06-16
167,2236275.1674396293,0.0010556728200308535,2021-06-17
168,2655329.3913281662,0.0011387132125825663,2021-06-18
169,1176247.5241730355,0.0009188176613745874,2021-06-19
170,1457391.2020088222,0.0010545881152228948,2021-06-20
171,3908121.842978871,0.001987874744695483,2021-06-21
172,5269368.848062008,0.0025537019216500863,2021-06-22
173,2275053.3452635724,0.001079319200563794,2021-06-23
174,2544816.372298189,0.0010458882663618798,2021-06-24
175,2978513.1054665786,0.001312082648658397,2021-06-25
176,1434659.7638665715,0.000767042595352107,2021-06-26
177,1498814.8292869737,0.0024036010460153673,2021-06-27
178,2512175.341138111,0.0008770657188585123,2021-06-28
179,2471868.8496441483,0.001173202872179084,2021-06-29
180,2033302.0872357672,0.0023399064863994542,2021-06-30
181,2954465.0889524436,0.0011276821860491362,2021-07-01
182,2821953.008775945,0.0009592186947720469,2021-07-02
183,973939.93407498,0.0009387055624370222,2021-07-03
184,1047005.4860544591,0.0006848967463733131,2021-07-04
185,1581450.0467927,0.001136852449759342,2021-07-05
186,1998586.0305625035,0.002268891941263338,2021-07-06
187,2199734.9424622143,0.0019323106598969802,2021-07-07
188,3224154.1662102058,0.001972572289476028,2021-07-08
189,2415092.358346041,0.0014513416136485288,2021-07-09
190,1448350.7765315573,0.0009282585143922579,2021-07-10
191,753190.7250973375,0.0007379729197197431,2021-07-11
192,2482671.334598014,0.0014505503360876747,2021-07-12
193,2130457.2964347433,0.0016461282822547811,2021-07-13
194,2570943.9727677535,0.0026767382657413696,2021-07-14
195,2011068.723201697,0.002236303082565282,2021-07-15
196,2776628.5666558524,0.002672528892190065,2021-07-16
197,1170321.356217837,0.0016842039394203688,2021-07-17
198,1137477.445886351,0.0015909184129175213,2021-07-18
199,2173621.1922990982,0.0016976915261451672,2021-07-19
200,2183311.0358033823,0.001646137094350632,2021-07-20
201,2709102.325590106,0.0014107337977959245,2021-07-21
202,2160110.109625131,0.0021587629108958542,2021-07-22
203,1841555.020991637,0.003043266550722839,2021-07-23
204,1369231.8985060055,0.0012757015012759103,2021-07-24
205,919518.0727966209,0.0013014229246572212,2021-07-25
206,3001590.1828249595,0.0019233530773826093,2021-07-26
207,2287647.053684301,0.0032169488916200793,2021-07-27
208,1888372.5168929405,0.0037762321701660805,2021-07-28
209,2204058.861588249,0.001499209594273371,2021-07-29
210,2135698.2039036523,0.0018871343531501122,2021-07-30
211,2039593.4554439066,0.0043576872994068655,2021-07-31
212,1628902.4044894006,0.0024509571376428417,2021-08-01
213,1760882.9786336347,0.00259801627613538,2021-08-02
214,2221705.6617280133,0.00369085757359972,2021-08-03
215,2431918.392097029,0.0025081849795191855,2021-08-04
216,2348809.8854042445,0.004389639782132152,2021-08-05
217,2349489.3106729323,0.003526164013069455,2021-08-06
218,1900523.3343900065,0.0035959180312605333,2021-08-07
219,1540397.8873796212,0.004364329594171103,2021-08-08
220,2789193.678492221,0.004969444408334419,2021-08-09
221,2037065.9274634365,0.006971702583980127,2021-08-10
222,1716190.7448892638,0.004801885826582425,2021-08-11
223,1780511.4240758643,0.005345496777882271,2021-08-12
224,2014135.7802613773,0.006109008384555656,2021-08-13
225,1408008.6329944949,0.005609092298449971,2021-08-14
226,1396356.6507109,0.008761223941991534,2021-08-15
227,2541876.5266823857,0.004184509826611163,2021-08-16
228,2072464.5499109877,0.0037367262658696927,2021-08-17
229,2104969.767339141,0.0030799991117676532,2021-08-18
230,1798387.419464095,0.0052813442824623845,2021-08-19
231,2322694.2822842435,0.002962437410008489,2021-08-20
232,1219744.6519395264,0.002865627912669297,2021-08-21
233,1226681.3796627838,0.002590991236103674,2021-08-22
234,2394803.9193627276,0.0044178010567372545,2021-08-23
235,2839749.2953518657,0.006358593878701752,2021-08-24
236,2299532.9030972067,0.008021231648252983,2021-08-25
237,1686335.6949550747,0.008026306909718745,2021-08-26
238,2064856.2002973717,0.013959863823703586,2021-08-27
239,1392329.7593439424,0.009696659107969022,2021-08-28
240,1509575.554065927,0.010264654299470034,2021-08-29
241,2105036.9338615867,0.01057996100067947,2021-08-30
242,2860023.613664922,0.011577377484159587,2021-08-31
243,2747363.2865706035,0.012783998143164046,2021-09-01
244,3123975.851223333,0.007554872276599564,2021-09-02
245,2446253.0623215376,0.010520119674676044,2021-09-03
246,1524335.826921166,0.008158649277310207,2021-09-04
247,1172212.744650149,0.008700726721658803,2021-09-05
248,1797255.666184141,0.008742888579840683,2021-09-06
249,3307323.6717655202,0.015460579604646663,2021-09-07
250,2538360.0242978795,0.008963081146374865,2021-09-08
251,2445034.0030513187,0.014434535306383752,2021-09-09
252,2349401.5288386545,0.007125958907688198,2021-09-10
253,2216210.9878567243,0.0038257859054316415,2021-09-11
254,1216104.941139239,0.004292633096157269,2021-09-12
255,1896295.0925825948,0.005645663058071619,2021-09-13
256,1586697.8643788584,0.007026150221656337,2021-09-14
257,2783649.45423932,0.0048345278601366025,2021-09-15
258,1634024.7462511891,0.007325065098052806,2021-09-16
259,2263150.1209419067,0.005157193278462931,2021-09-17
260,1436963.5114047246,0.00406426774584799,2021-09-18
261,1117363.601801234,0.006702767381247907,2021-09-19
262,2772271.2057742793,0.006723712868380067,2021-09-20
263,2739864.7228240333,0.007798998888740942,2021-09-21
264,2430281.0713640093,0.005307145377893932,2021-09-22
265,2030466.1700760268,0.00787130018198171,2021-09-23
266,3631481.5974216284,0.0052855209989380635,2021-09-24
267,1058854.6100442766,0.003703545947844424,2021-09-25
268,3492795.475962103,0.006687604870196813,2021-09-26
269,1691828.0405902097,0.008686390182654062,2021-09-27
270,1548923.809223335,0.00785686601922218,2021-09-28
271,1466434.3292942091,0.007272180847197034,2021-09-29
272,1457211.3958339933,0.0116642485044855,2021-09-30
273,1937660.2195405343,0.006156722798871906,2021-10-01
274,1276871.9112449498,0.005310724856425574,2021-10-02
275,1091761.7286610866,0.004928585047316267,2021-10-03
276,1640564.7891695169,0.00913244732656802,2021-10-04
277,2436562.879564655,0.01149227823024568,2021-10-05
278,2316275.5268114596,0.008238889285092124,2021-10-06
279,2328069.2737603406,0.009739593877395354,2021-10-07
280,2230235.49716264,0.009914750658801758,2021-10-08
281,960262.8701330519,0.005511465609946407,2021-10-09
282,1110969.2185166136,0.006054365949897916,2021-10-10
283,1458242.1038584157,0.008538063644919078,2021-10-11
284,1578630.7022848255,0.0060799726820490296,2021-10-12
285,1995946.0435452526,0.006940149996322293,2021-10-13
286,3610739.8776039127,0.008239832131440262,2021-10-14
287,2771531.582799766,0.011272023615290951,2021-10-15
288,1752758.2420807716,0.0057819122671186815,2021-10-16
289,1446412.171548377,0.0052373385274823315,2021-10-17
290,1916946.2566034747,0.012522942653243007,2021-10-18
291,1728649.0328349976,0.004580565184616566,2021-10-19
292,2087401.2716762736,0.004804021481827762,2021-10-20
293,2894003.7504445873,0.006553521599974457,2021-10-21
294,2228877.3249268048,0.0059578899228743525,2021-10-22
295,1261478.9522123628,0.0044375239630224175,2021-10-23
296,948494.735780128,0.004743915852369979,2021-10-24
297,1558867.7654752515,0.006612527112523978,2021-10-25
298,1672440.8722710416,0.007333502713337988,2021-10-26
299,2761979.212178132,0.008676349063565071,2021-10-27
300,1785727.5387825528,0.009300510885401882,2021-10-28
301,2955631.687733,0.008983269833684951,2021-10-29
302,1297648.7289303741,0.009183498875503739,2021-10-30
303,1275478.4923750574,0.008899985654440258,2021-10-31
304,1870188.2133885545,0.00907514089338205,2021-11-01
305,2214122.6203212184,0.009686460463158846,2021-11-02
306,3016617.044151321,0.008641469700915713,2021-11-03
307,2034614.4857657808,0.00772376063423083,2021-11-04
308,1935768.8973249744,0.007831402962066697,2021-11-05
309,1252150.1528655684,0.007258065687009169,2021-11-06
310,914709.0917772083,0.006130484177293207,2021-11-07
311,1895172.750159049,0.007725104393898429,2021-11-08
312,1854685.3542484017,0.008730975622511173,2021-11-09
313,1929555.5133769265,0.00895311329433217,2021-11-10
314,1850618.3314152476,0.008996774288204475,2021-11-11
315,2036131.884074458,0.008373729845036752,2021-11-12
316,1195041.5217613564,0.008130935635846262,2021-11-13
317,1205372.6677381445,0.006965734101041185,2021-11-14
318,3738157.718484361,0.009655721245177554,2021-11-15
319,2470883.118409086,0.009020456818198148,2021-11-16
320,1995135.18806333,0.007929652606221733,2021-11-17
321,2199035.5791262873,0.009047696028276684,2021-11-18
322,2017521.5803952585,0.007669850728072293,2021-11-19
323,1395690.5851684571,0.007413363990407147,2021-11-20
324,1650625.6990268251,0.006655813922843004,2021-11-21
325,1874155.1972509837,0.010200455152699999,2021-11-22
326,1857058.0666008012,0.009328773475914844,2021-11-23
327,2134127.014573472,0.007375055466531818,2021-11-24
328,1691905.6797726266,0.007448633062034587,2021-11-25
329,2709577.870802719,0.006140039409820423,2021-11-26
330,1110704.837548896,0.009006838811791616,2021-11-27
331,1012860.8307252794,0.008794471485072695,2021-11-28
332,1923977.3604964546,0.007677377129612057,2021-11-29
333,2781075.7058762,0.01043730295905107,2021-11-30
334,2615487.8565517985,0.009305395555716252,2021-12-01
335,2040842.810137412,0.007691106184541019,2021-12-02
336,2380804.8925061896,0.00638682926545293,2021-12-03
337,3365082.252619833,0.007382651989927382,2021-12-04
338,1691844.252883774,0.005033683811346081,2021-12-05
339,3178001.8916973504,0.005995467212041526,2021-12-06
340,2298835.534616686,0.005330871591800582,2021-12-07
341,1975900.6424430376,0.004401781765067093,2021-12-08
342,1947561.2731617438,0.005118413146568953,2021-12-09
343,2103352.7164634056,0.006623727262907209,2021-12-10
344,1263546.632812305,0.005300543658292575,2021-12-11
345,733499.1567668511,0.004625355400339027,2021-12-12
346,2589947.6383200353,0.005604838816088642,2021-12-13
347,2316523.347148313,0.004848841063570736,2021-12-14
348,1916538.7989366509,0.005555408907046293,2021-12-15
349,1944150.872383917,0.005823808841948418,2021-12-16
350,1790744.599507428,0.0067486228507243045,2021-12-17
351,1235085.7435667068,0.005010569039899735,2021-12-18
352,833052.3999079848,0.0052760714289764536,2021-12-19
353,1509465.1714662432,0.004967731656536815,2021-12-20
